geo.id	geo.id2	geo.display-label	total_pop	males	females	sex_ratio	pop_quintile	pop_decile
1600000US5308325	5308325	Browns Point CDP, Washington	1122	552	570	96.84210526315789	1	3
1600000US5308465	5308465	Brush Prairie CDP, Washington	2783	1316	1467	89.70688479890934	2	5
1600000US5308500	5308500	Bryant CDP, Washington	1990	1043	947	110.13727560718056	2	4
1600000US5308552	5308552	Bryn Mawr-Skyway CDP, Washington	18365	8474	9891	85.67384490951369	4	8
1600000US5308570	5308570	Buckley city, Washington	4593	2229	2364	94.28934010152284	3	6
1600000US5308605	5308605	Bucoda town, Washington	588	264	324	81.48148148148148	1	2
1600000US5308640	5308640	Buena CDP, Washington	1345	719	626	114.8562300319489	2	4
1600000US5308770	5308770	Bunk Foss CDP, Washington	3604	1806	1798	100.44493882091213	3	6
1600000US5308780	5308780	Burbank CDP, Washington	3398	1839	1559	117.96023091725465	3	6
1600000US5308850	5308850	Burien city, Washington	50729	26115	24614	106.09815552124806	4	9
1600000US5308885	5308885	Burley CDP, Washington	1941	981	960	102.18750000000001	2	4
1600000US5308920	5308920	Burlington city, Washington	8590	4073	4517	90.17046712419747	3	7
1600000US5309365	5309365	Camano CDP, Washington	15989	8146	7843	103.86331760805814	4	8
1600000US5309480	5309480	Camas city, Washington	22086	10904	11182	97.51386156322661	4	9
1600000US5309810	5309810	Canterwood CDP, Washington	3220	1519	1701	89.30041152263375	3	6
1600000US5309820	5309820	Canyon Creek CDP, Washington	3319	1704	1615	105.51083591331269	3	6
1600000US5309970	5309970	Carbonado town, Washington	666	367	299	122.74247491638796	1	2
1600000US5310075	5310075	Carlsborg CDP, Washington	762	422	340	124.11764705882354	1	3
1600000US5310215	5310215	Carnation city, Washington	1808	794	1014	78.30374753451676	2	4
1600000US5310320	5310320	Carson CDP, Washington	2688	1323	1365	96.92307692307692	2	5
1600000US5310455	5310455	Cascade Valley CDP, Washington	1797	995	802	124.0648379052369	2	4
1600000US5310495	5310495	Cashmere city, Washington	3140	1509	1631	92.51992642550583	2	5
1600000US5310565	5310565	Castle Rock city, Washington	2899	1361	1538	88.49154746423928	2	5
1600000US5310600	5310600	Cathcart CDP, Washington	2506	1141	1365	83.58974358974359	2	5
1600000US5310635	5310635	Cathlamet town, Washington	775	401	374	107.2192513368984	1	3
1600000US5310645	5310645	Cavalero CDP, Washington	5284	2651	2633	100.68363083934675	3	6
1600000US5311090	5311090	Centerville CDP, Washington	109	59	50	118.0	0	0
1600000US5311160	5311160	Centralia city, Washington	16771	8267	8504	97.21307619943556	4	8
1600000US5311195	5311195	Central Park CDP, Washington	2741	1391	1350	103.03703703703704	2	5
1600000US5311325	5311325	Chain Lake CDP, Washington	4280	2312	1968	117.47967479674797	3	6
1600000US5311475	5311475	Chehalis city, Washington	7337	3748	3589	104.43020339927556	3	7
1600000US5311615	5311615	Chelan city, Washington	4012	2105	1907	110.38280020975353	3	6
1600000US5311685	5311685	Chelan Falls CDP, Washington	86	52	34	152.94117647058823	0	0
1600000US5311825	5311825	Cheney city, Washington	11735	5711	6024	94.80411686586986	4	8
1600000US5312015	5312015	Cherry Grove CDP, Washington	689	318	371	85.71428571428571	1	3
1600000US5312140	5312140	Chewelah city, Washington	2601	1192	1409	84.59900638750887	2	5
1600000US5312175	5312175	Chico CDP, Washington	2635	1369	1266	108.13586097946288	2	5
1600000US5312315	5312315	Chinook CDP, Washington	300	170	130	130.76923076923077	0	1
1600000US5312525	5312525	Clallam Bay CDP, Washington	366	222	144	154.16666666666669	1	2
1600000US5312630	5312630	Clarkston city, Washington	7344	3488	3856	90.45643153526972	3	7
1600000US5312680	5312680	Clarkston Heights-Vineland CDP, Washington	6453	3138	3315	94.66063348416289	3	7
1600000US5312735	5312735	Clayton CDP, Washington	361	105	256	41.015625	0	1
1600000US5312820	5312820	Clear Lake CDP (Pierce County), Washington	889	474	415	114.21686746987952	1	3
1600000US5312840	5312840	Clear Lake CDP (Skagit County), Washington	990	464	526	88.212927756654	1	3
1600000US5312875	5312875	Clearview CDP, Washington	3907	2094	1813	115.49917264202978	3	6
1600000US5312945	5312945	Cle Elum city, Washington	2741	1560	1181	132.09144792548688	2	5
1600000US5313015	5313015	Cliffdell CDP, Washington	80	63	17	370.5882352941177	0	0
1600000US5313155	5313155	Clinton CDP, Washington	811	349	462	75.54112554112554	1	3
1600000US5313215	5313215	Clover Creek CDP, Washington	6831	3208	3623	88.54540436102677	3	7
1600000US5313365	5313365	Clyde Hill city, Washington	3231	1573	1658	94.87334137515079	3	6
1600000US5313595	5313595	Cohassett Beach CDP, Washington	712	277	435	63.678160919540225	1	3
1600000US5313785	5313785	Colfax city, Washington	2853	1466	1387	105.6957462148522	2	5
1600000US5313855	5313855	College Place city, Washington	9041	4354	4687	92.89524215916364	3	7
1600000US5313890	5313890	Colton town, Washington	386	200	186	107.5268817204301	1	2
1600000US5314170	5314170	Colville city, Washington	4697	2090	2607	80.16877637130801	3	6
1600000US5314310	5314310	Conconully town, Washington	220	106	114	92.98245614035088	0	1
1600000US5314380	5314380	Concrete town, Washington	837	418	419	99.76133651551312	1	3
1600000US5314485	5314485	Connell city, Washington	5447	3566	1881	189.5800106326422	3	7
1600000US5314520	5314520	Conway CDP, Washington	11	5	6	83.33333333333334	0	0
1600000US5314660	5314660	Copalis Beach CDP, Washington	559	335	224	149.55357142857142	1	2
1600000US5314870	5314870	Cosmopolis city, Washington	1593	864	729	118.5185185185185	2	4
1600000US5314940	5314940	Cottage Lake CDP, Washington	23941	12157	11784	103.1653088934148	4	9
1600000US5315080	5315080	Coulee City town, Washington	595	309	286	108.04195804195804	1	2
1600000US5315115	5315115	Coulee Dam town, Washington	1386	695	691	100.57887120115774	2	4
1600000US5315150	5315150	Country Homes CDP, Washington	5730	2433	3297	73.7943585077343	3	7
1600000US5315185	5315185	Coupeville town, Washington	1916	851	1065	79.90610328638498	2	4
1600000US5315290	5315290	Covington city, Washington	19918	10315	9603	107.41434968239092	4	8
1600000US5315325	5315325	Cowiche CDP, Washington	960	601	359	167.40947075208913	1	3
1600000US5315710	5315710	Creston town, Washington	297	149	148	100.67567567567568	0	1
1600000US5315780	5315780	Crocker CDP, Washington	1332	703	629	111.76470588235294	2	4
1600000US5316165	5316165	Curlew CDP, Washington	149	70	79	88.60759493670885	0	0
1600000US5316170	5316170	Curlew Lake CDP, Washington	573	281	292	96.23287671232876	1	2
1600000US5316340	5316340	Cusick town, Washington	84	47	37	127.02702702702702	0	0
1600000US5316375	5316375	Custer CDP, Washington	149	52	97	53.608247422680414	0	0
1600000US5316550	5316550	Dallesport CDP, Washington	1739	801	938	85.39445628997868	2	4
1600000US5316585	5316585	Danville CDP, Washington	19	5	14	35.714285714285715	0	0
1600000US5316690	5316690	Darrington town, Washington	1405	718	687	104.51237263464337	2	4
1600000US5316760	5316760	Dash Point CDP, Washington	1007	474	533	88.93058161350844	1	3
1600000US5316795	5316795	Davenport city, Washington	1615	823	792	103.91414141414141	2	4
1600000US5316970	5316970	Dayton city, Washington	2720	1399	1321	105.90461771385313	2	5
1600000US5317215	5317215	Deep River CDP, Washington	151	77	74	104.05405405405406	0	0
1600000US5317320	5317320	Deer Park city, Washington	3941	1767	2174	81.278748850046	3	6
1600000US5317495	5317495	Deming CDP, Washington	240	46	194	23.711340206185564	0	1
1600000US5317617	5317617	Desert Aire CDP, Washington	2872	1291	1581	81.65717900063251	2	5
1600000US5317635	5317635	Des Moines city, Washington	31080	15348	15732	97.55911517925247	4	9
1600000US5317880	5317880	Disautel CDP, Washington	22	9	13	69.23076923076923	0	0
1600000US5318055	5318055	Dixie CDP, Washington	256	114	142	80.28169014084507	0	1
1600000US5318198	5318198	Dollars Corner CDP, Washington	745	297	448	66.29464285714286	1	3
1600000US5318775	5318775	Duluth CDP, Washington	1379	704	675	104.29629629629629	2	4
1600000US5318965	5318965	DuPont city, Washington	9303	4661	4642	100.40930633347696	4	8
1600000US5319035	5319035	Duvall city, Washington	7683	3673	4010	91.59600997506234	3	7
1600000US5319290	5319290	East Cathlamet CDP, Washington	503	251	252	99.60317460317461	1	2
1600000US5319630	5319630	Eastmont CDP, Washington	21951	10958	10993	99.6816155735468	4	9
1600000US5319700	5319700	Easton CDP, Washington	395	153	242	63.22314049586777	1	2
1600000US5319770	5319770	East Port Orchard CDP, Washington	5334	2556	2778	92.0086393088553	3	6
1600000US5319857	5319857	East Renton Highlands CDP, Washington	11401	5976	5425	110.15668202764977	4	8
1600000US5320155	5320155	East Wenatchee city, Washington	13624	6714	6910	97.16353111432706	4	8
1600000US5320260	5320260	Eatonville town, Washington	2900	1435	1465	97.95221843003414	2	5
1600000US5320645	5320645	Edgewood city, Washington	10165	5301	4864	108.984375	4	8
1600000US5320680	5320680	Edison CDP, Washington	156	79	77	102.59740259740259	0	0
1600000US5320750	5320750	Edmonds city, Washington	41309	20107	21202	94.83539288746344	4	9
1600000US5321030	5321030	Electric City city, Washington	989	515	474	108.64978902953585	1	3
1600000US5321205	5321205	Elk Plain CDP, Washington	14280	6967	7313	95.26869957609736	4	8
1600000US5321240	5321240	Ellensburg city, Washington	19307	9368	9939	94.254955226884	4	8
1600000US5321450	5321450	Elma city, Washington	3047	1618	1429	113.2260321903429	2	5
1600000US5321485	5321485	Elmer City town, Washington	342	153	189	80.95238095238095	0	1
1600000US5321730	5321730	Endicott town, Washington	302	179	123	145.52845528455285	0	1
1600000US5321800	5321800	Enetai CDP, Washington	2231	1188	1043	113.90220517737298	2	5
1600000US5322010	5322010	Entiat city, Washington	1093	535	558	95.87813620071685	1	3
1600000US5322045	5322045	Enumclaw city, Washington	11670	5953	5717	104.12803918138884	4	8
1600000US5322080	5322080	Ephrata city, Washington	7956	4099	3857	106.27430645579466	3	7
1600000US5322118	5322118	Erlands Point-Kitsap Lake CDP, Washington	2973	1552	1421	109.2188599577762	2	5
1600000US5322150	5322150	Eschbach CDP, Washington	377	194	183	106.01092896174865	1	2
1600000US5322255	5322255	Esperance CDP, Washington	3902	1766	2136	82.67790262172284	3	6
1600000US5322640	5322640	Everett city, Washington	107560	55404	52156	106.22747143185826	4	9
1600000US5322745	5322745	Everson city, Washington	2592	1272	1320	96.36363636363636	2	5
1600000US5322955	5322955	Fairchild AFB CDP, Washington	2960	1703	1257	135.4813046937152	2	5
1600000US5322990	5322990	Fairfield town, Washington	508	264	244	108.19672131147541	1	2
1600000US5323160	5323160	Fairwood CDP (King County), Washington	19531	9789	9742	100.48244713611167	4	8
1600000US5323165	5323165	Fairwood CDP (Spokane County), Washington	8402	4073	4329	94.0863940863941	3	7
1600000US5323200	5323200	Fall City CDP, Washington	1903	959	944	101.58898305084745	2	4
1600000US5323340	5323340	Farmington town, Washington	108	62	46	134.7826086956522	0	0
1600000US5323515	5323515	Federal Way city, Washington	94905	47136	47769	98.67487282547258	4	9
1600000US5323550	5323550	Felida CDP, Washington	8065	3865	4200	92.02380952380952	3	7
1600000US5323620	5323620	Ferndale city, Washington	13171	5957	7214	82.57554754643748	4	8
1600000US5323690	5323690	Fern Prairie CDP, Washington	2611	1449	1162	124.69879518072288	2	5
1600000US5323795	5323795	Fife city, Washington	9805	4855	4950	98.08080808080808	4	8
1600000US5323830	5323830	Fife Heights CDP, Washington	2185	1182	1003	117.84646061814557	2	5
1600000US5323865	5323865	Finley CDP, Washington	6015	3099	2916	106.27572016460904	3	7
1600000US5323970	5323970	Fircrest city, Washington	6666	3356	3310	101.38972809667675	3	7
1600000US5324188	5324188	Five Corners CDP, Washington	18405	9379	9026	103.91092399734102	4	8
1600000US5324425	5324425	Fobes Hill CDP, Washington	2779	1427	1352	105.5473372781065	2	5
1600000US5324565	5324565	Fords Prairie CDP, Washington	1812	971	841	115.4577883472057	2	4
1600000US5324810	5324810	Forks city, Washington	3748	2048	1700	120.4705882352941	3	6
1600000US5324915	5324915	Fort Lewis CDP, Washington	13920	7862	6058	129.77880488610103	4	8
1600000US5325300	5325300	Four Lakes CDP, Washington	403	161	242	66.52892561983471	1	2
1600000US5325370	5325370	Fox Island CDP, Washington	3848	1832	2016	90.87301587301587	3	6
1600000US5325475	5325475	Frederickson CDP, Washington	21737	10976	10761	101.9979555803364	4	9
1600000US5325510	5325510	Freeland CDP, Washington	1698	869	829	104.82509047044633	2	4
1600000US5325615	5325615	Friday Harbor town, Washington	2419	1019	1400	72.78571428571429	2	5
1600000US5326140	5326140	Garfield town, Washington	505	256	249	102.81124497991966	1	2
1600000US5326245	5326245	Garrett CDP, Washington	1531	717	814	88.08353808353809	2	4
1600000US5326420	5326420	Geneva CDP, Washington	2632	1432	1200	119.33333333333334	2	5
1600000US5326455	5326455	George city, Washington	689	366	323	113.312693498452	1	3
1600000US5326735	5326735	Gig Harbor city, Washington	8651	4197	4454	94.22990570273912	3	7
1600000US5326875	5326875	Glacier CDP, Washington	102	52	50	104.0	0	0
1600000US5326945	5326945	Gleed CDP, Washington	2474	1171	1303	89.8695318495779	2	5
1600000US5327225	5327225	Glenwood CDP, Washington	157	73	84	86.90476190476191	0	0
1600000US5327365	5327365	Gold Bar city, Washington	1853	930	923	100.75839653304442	2	4
1600000US5327435	5327435	Goldendale city, Washington	3433	1784	1649	108.18677986658581	3	6
1600000US5327680	5327680	Gorst CDP, Washington	257	165	92	179.34782608695653	0	1
1600000US5327785	5327785	Graham CDP, Washington	26939	13494	13445	100.36444775009296	4	9
1600000US5327855	5327855	Grand Coulee city, Washington	1024	506	518	97.68339768339769	1	3
1600000US5327890	5327890	Grand Mound CDP, Washington	3119	1524	1595	95.54858934169279	2	5
1600000US5327925	5327925	Grandview city, Washington	11112	5700	5412	105.32150776053216	4	8
1600000US5327960	5327960	Granger city, Washington	3594	1755	1839	95.43230016313214	3	6
1600000US5327995	5327995	Granite Falls city, Washington	3529	1874	1655	113.23262839879153	3	6
1600000US5328135	5328135	Grapeview CDP, Washington	982	616	366	168.30601092896177	1	3
1600000US5328345	5328345	Grayland CDP, Washington	756	334	422	79.14691943127961	1	3
1600000US5328450	5328450	Grays River CDP, Washington	425	195	230	84.78260869565217	1	2
1600000US5328590	5328590	Green Bluff CDP, Washington	544	249	295	84.40677966101696	1	2
1600000US5329255	5329255	Hamilton town, Washington	167	88	79	111.39240506329114	0	0
1600000US5329430	5329430	Hansville CDP, Washington	3809	1600	2209	72.4309642372114	3	6
1600000US5329710	5329710	Harrah town, Washington	659	318	341	93.25513196480938	1	2
1600000US5329745	5329745	Harrington city, Washington	378	211	167	126.34730538922156	1	2
1600000US5329920	5329920	Hartline town, Washington	153	85	68	125.0	0	0
1600000US5330030	5330030	Hat Island CDP, Washington	48	24	24	100.0	0	0
1600000US5330060	5330060	Hatton town, Washington	172	95	77	123.37662337662339	0	0
1600000US5330305	5330305	Hazel Dell CDP, Washington	21449	11040	10409	106.06206167739455	4	9
1600000US5330690	5330690	Herron Island CDP, Washington	69	35	34	102.94117647058823	0	0
1600000US5330750	5330750	High Bridge CDP, Washington	3028	1457	1571	92.74347549331637	2	5
1600000US5331495	5331495	Hobart CDP, Washington	6736	3516	3220	109.19254658385094	3	7
1600000US5331530	5331530	Hockinson CDP, Washington	5267	2693	2574	104.62315462315462	3	6
1600000US5331540	5331540	Hogans Corner CDP, Washington	52	16	36	44.44444444444444	0	0
1600000US5331985	5331985	Home CDP, Washington	1375	597	778	76.73521850899743	2	4
1600000US5332125	5332125	Hoodsport CDP, Washington	331	211	120	175.83333333333334	0	1
1600000US5332300	5332300	Hoquiam city, Washington	8416	4092	4324	94.63459759481961	3	7
1600000US5332650	5332650	Humptulips CDP, Washington	277	152	125	121.6	0	1
1600000US5332755	5332755	Hunts Point town, Washington	423	205	218	94.03669724770643	1	2
1600000US5333000	5333000	Ilwaco city, Washington	1062	489	573	85.34031413612566	1	3
1600000US5333105	5333105	Inchelium CDP, Washington	413	192	221	86.87782805429865	1	2
1600000US5333175	5333175	Index town, Washington	209	111	98	113.26530612244898	0	1
1600000US5333280	5333280	Indianola CDP, Washington	3520	1734	1786	97.08846584546473	3	6
1600000US5333560	5333560	Ione town, Washington	421	206	215	95.81395348837209	1	2
1600000US5333805	5333805	Issaquah city, Washington	35629	16641	18988	87.63956182852328	4	9
1600000US5333890	5333890	Jamestown CDP, Washington	289	94	195	48.205128205128204	0	1
1600000US5334575	5334575	Kahlotus city, Washington	181	89	92	96.73913043478261	0	1
1600000US5334645	5334645	Kalama city, Washington	2497	1234	1263	97.70387965162311	2	5
1600000US5334890	5334890	Kapowsin CDP, Washington	391	166	225	73.77777777777777	1	2
1600000US5334915	5334915	Kayak Point CDP, Washington	1693	780	913	85.43263964950711	2	4
1600000US5334960	5334960	Keller CDP, Washington	228	117	111	105.40540540540539	0	1
1600000US5335065	5335065	Kelso city, Washington	11864	5699	6165	92.441200324412	4	8
1600000US5335135	5335135	Kendall CDP, Washington	37	19	18	105.55555555555556	0	0
1600000US5335170	5335170	Kenmore city, Washington	22154	10891	11263	96.69714996004618	4	9
1600000US5335275	5335275	Kennewick city, Washington	78858	39185	39673	98.76994429460842	4	9
1600000US5335415	5335415	Kent city, Washington	126561	63422	63139	100.44821742504632	4	9
1600000US5335485	5335485	Kettle Falls city, Washington	1661	797	864	92.24537037037037	2	4
1600000US5335555	5335555	Key Center CDP, Washington	3810	2062	1748	117.96338672768879	3	6
1600000US5335625	5335625	Keyport CDP, Washington	457	218	239	91.21338912133892	1	2
1600000US5335870	5335870	Kingston CDP, Washington	1875	942	933	100.96463022508037	2	4
1600000US5335940	5335940	Kirkland city, Washington	86772	42437	44335	95.71895793391226	4	9
1600000US5336045	5336045	Kittitas city, Washington	1362	727	635	114.48818897637796	2	4
1600000US5336115	5336115	Klickitat CDP, Washington	358	214	144	148.61111111111111	0	1
1600000US5336395	5336395	Krupp town, Washington	37	17	20	85.0	0	0
1600000US5336710	5336710	La Center city, Washington	3122	1606	1516	105.93667546174142	2	5
1600000US5336745	5336745	Lacey city, Washington	46655	21656	24999	86.62746509860393	4	9
1600000US5336780	5336780	La Conner town, Washington	789	340	449	75.7238307349666	1	3
1600000US5336850	5336850	LaCrosse town, Washington	319	142	177	80.22598870056498	0	1
1600000US5336920	5336920	La Grande CDP, Washington	118	65	53	122.64150943396226	0	0
1600000US5337077	5337077	Lake Bosworth CDP, Washington	654	391	263	148.66920152091254	1	2
1600000US5337100	5337100	Lake Cassidy CDP, Washington	3591	1956	1635	119.63302752293579	3	6
1600000US5337105	5337105	Lake Cavanaugh CDP, Washington	179	90	89	101.12359550561798	0	1
1600000US5337270	5337270	Lake Forest Park city, Washington	13247	6559	6688	98.07117224880383	4	8
1600000US5337287	5337287	Lake Goodwin CDP, Washington	3879	2091	1788	116.9463087248322	3	6
1600000US5337345	5337345	Lake Holm CDP, Washington	3263	1709	1554	109.97425997425998	3	6
1600000US5337415	5337415	Lake Ketchum CDP, Washington	894	457	437	104.57665903890161	1	3
1600000US5337420	5337420	Lakeland North CDP, Washington	12487	6289	6198	101.46821555340433	4	8
1600000US5337430	5337430	Lakeland South CDP, Washington	13982	7029	6953	101.09305335826262	4	8
1600000US5337526	5337526	Lake McMurray CDP, Washington	134	75	59	127.11864406779661	0	0
1600000US5337538	5337538	Lake Marcel-Stillwater CDP, Washington	1220	656	564	116.31205673758865	1	3
1600000US5337567	5337567	Lake Morton-Berrydale CDP, Washington	11201	5660	5541	102.14762678216928	4	8
1600000US5337672	5337672	Lake Roesiger CDP, Washington	657	310	347	89.33717579250721	1	2
1600000US5337830	5337830	Lake Shore CDP, Washington	7550	3665	3885	94.33719433719435	3	7
1600000US5337900	5337900	Lake Stevens city, Washington	31022	15686	15336	102.28221178925405	4	9
1600000US5337917	5337917	Lake Stickney CDP, Washington	9667	5008	4659	107.49087787078773	4	8
1600000US5337920	5337920	Lake Tapps CDP, Washington	13091	7064	6027	117.20590675294508	4	8
1600000US5337926	5337926	Lakeview CDP, Washington	881	422	459	91.93899782135077	1	3
1600000US5338038	5338038	Lakewood city, Washington	59102	29532	29570	99.871491376395	4	9
1600000US5338215	5338215	Lamont town, Washington	87	44	43	102.32558139534885	0	0
1600000US5338355	5338355	Langley city, Washington	1319	541	778	69.53727506426736	2	4
1600000US5338420	5338420	Larch Way CDP, Washington	4117	1961	2156	90.95547309833024	3	6
1600000US5338495	5338495	Latah town, Washington	142	60	82	73.17073170731707	0	0
1600000US5338845	5338845	Leavenworth city, Washington	1993	966	1027	94.0603700097371	2	4
1600000US5338880	5338880	Lebam CDP, Washington	101	50	51	98.0392156862745	0	0
1600000US5339212	5339212	Lewisville CDP, Washington	1503	751	752	99.86702127659575	2	4
1600000US5339335	5339335	Liberty Lake city, Washington	8905	4280	4625	92.54054054054053	3	7
1600000US5339510	5339510	Lind town, Washington	563	236	327	72.17125382262996	1	2
1600000US5339860	5339860	Lochsloy CDP, Washington	3188	1622	1566	103.57598978288634	2	5
1600000US5339930	5339930	Lofall CDP, Washington	2211	1147	1064	107.80075187969925	2	5
1600000US5340070	5340070	Long Beach city, Washington	1355	664	691	96.09261939218524	2	4
1600000US5340105	5340105	Longbranch CDP, Washington	3236	1603	1633	98.16289038579302	3	6
1600000US5340245	5340245	Longview city, Washington	36740	17807	18933	94.05271219563724	4	9
1600000US5340270	5340270	Longview Heights CDP, Washington	3678	1821	1857	98.06138933764136	3	6
1600000US5340350	5340350	Loomis CDP, Washington	117	76	41	185.3658536585366	0	0
1600000US5340385	5340385	Loon Lake CDP, Washington	784	381	403	94.54094292803971	1	3
1600000US5340570	5340570	Lower Elochoman CDP, Washington	160	78	82	95.1219512195122	0	0
1600000US5340735	5340735	Lyle CDP, Washington	548	218	330	66.06060606060606	1	2
1600000US5340770	5340770	Lyman town, Washington	520	269	251	107.17131474103584	1	2
1600000US5340805	5340805	Lynden city, Washington	13452	6312	7140	88.40336134453781	4	8
1600000US5340840	5340840	Lynnwood city, Washington	37242	18415	18827	97.81165347639029	4	9
1600000US5340980	5340980	Mabton city, Washington	2103	1099	1004	109.4621513944223	2	5
1600000US5341155	5341155	McChord AFB CDP, Washington	3337	1777	1560	113.91025641025641	3	6
1600000US5341225	5341225	McCleary city, Washington	2087	1025	1062	96.51600753295668	2	5
1600000US5341470	5341470	Machias CDP, Washington	886	464	422	109.95260663507109	1	3
1600000US5341645	5341645	McKenna CDP, Washington	978	517	461	112.1475054229935	1	3
